iucn_sid;am_sid;sciname;cat_code;pop_trend;spatial_source;rgn_id;rgn_name;n_cells;presence;n_spp_rgn
NA;W-Oct-128517;Pennatula phosphorea;NE;NA;am;137;Ecuador;11;NA;5057
NA;URM-Cn-5732;Fungiacyathus marenzelleri;NE;NA;am;137;Ecuador;395;NA;5057
NA;URM-Cn-5912;Madrepora oculata;NE;NA;am;137;Ecuador;244;NA;5057
NA;URM-Cn-4734;Acropora danai;NE;NA;am;137;Ecuador;36;NA;5057
NA;URM-Cn-5160;Desmophyllum dianthus;NE;NA;am;137;Ecuador;217;NA;5057
NA;URM-Cn-5177;Lophelia pertusa;NE;NA;am;137;Ecuador;393;NA;5057
NA;W-Msc-207899;Pinctada margaritifera;NE;NA;am;137;Ecuador;41;NA;5057
NA;W-Msc-156916;Nucula proxima;NE;NA;am;137;Ecuador;45;NA;5057
NA;W-Msc-140702;Delectopecten vitreus;NE;NA;am;137;Ecuador;26;NA;5057
NA;W-Msc-140480;Mytilus edulis;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-140481;Mytilus galloprovincialis;NE;NA;am;137;Ecuador;39;NA;5057
NA;W-Msc-140440;Crenella decussata;NE;NA;am;137;Ecuador;50;NA;5057
NA;W-Msc-140474;Musculus niger;NE;NA;am;137;Ecuador;10;NA;5057
NA;W-Msc-140467;Modiolus modiolus;NE;NA;am;137;Ecuador;15;NA;5057
NA;W-Msc-216632;Septifer bilocularis;NE;NA;am;137;Ecuador;39;NA;5057
NA;W-Msc-140431;Mya truncata;NE;NA;am;137;Ecuador;12;NA;5057
NA;W-Msc-141662;Thyasira flexuosa;NE;NA;am;137;Ecuador;14;NA;5057
NA;W-Msc-140732;Ensis directus;NE;NA;am;137;Ecuador;15;NA;5057
NA;W-Ase-213289;Acanthaster planci;NE;NA;am;137;Ecuador;43;NA;5057
NA;W-Ase-123915;Ctenodiscus crispatus;NE;NA;am;137;Ecuador;137;NA;5057
NA;W-Msc-140103;Hiatella arctica;NE;NA;am;137;Ecuador;66;NA;5057
NA;W-Oph-125122;Ophiactis savignyi;NE;NA;am;137;Ecuador;58;NA;5057
NA;W-Oph-125064;Amphipholis squamata;NE;NA;am;137;Ecuador;102;NA;5057
NA;W-Ech-213383;Echinometra mathaei;NE;NA;am;137;Ecuador;34;NA;5057
NA;W-Bry-111411;Membranipora membranacea;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Bry-111421;Microporella ciliata;NE;NA;am;137;Ecuador;19;NA;5057
NA;W-Por-134121;Cliona celata;NE;NA;am;137;Ecuador;44;NA;5057
NA;URM-2-2042;Corella eumyota;NE;NA;am;137;Ecuador;38;NA;5057
NA;URM-2-2126;Didemnum candidum;NE;NA;am;137;Ecuador;54;NA;5057
NA;URM-2-1980;Ciona intestinalis;NE;NA;am;137;Ecuador;67;NA;5057
NA;URM-2-2291;Diplosoma listerianum;NE;NA;am;137;Ecuador;43;NA;5057
NA;URM-2-3412;Molgula manhattensis;NE;NA;am;137;Ecuador;43;NA;5057
NA;URM-2-3747;Botryllus schlosseri;NE;NA;am;137;Ecuador;43;NA;5057
NA;URM-2-4042;Styela canopus;NE;NA;am;137;Ecuador;42;NA;5057
NA;URM-2-1040;Anoplodactylus petiolatus;NE;NA;am;137;Ecuador;345;NA;5057
NA;SLB-71681;Walvisteuthis virilis;NE;NA;am;137;Ecuador;67;NA;5057
NA;W-Msc-141887;Vampyroteuthis infernalis;NE;NA;am;137;Ecuador;297;NA;5057
NA;W-Msc-140605;Octopus vulgaris;NE;NA;am;137;Ecuador;45;NA;5057
NA;W-Msc-140197;Leptochiton alveolus;NE;NA;am;137;Ecuador;397;NA;5057
NA;ITS-154811;Aspidosiphon muelleri;NE;NA;am;137;Ecuador;272;NA;5057
NA;ITS-154625;Golfingia elongata;NE;NA;am;137;Ecuador;60;NA;5057
NA;ITS-154601;Golfingia margaritacea;NE;NA;am;137;Ecuador;386;NA;5057
NA;ITS-772629;Phascolion strombus;NE;NA;am;137;Ecuador;139;NA;5057
NA;W-Cha-266258;Pseudosagitta gazellae;NE;NA;am;137;Ecuador;4;NA;5057
NA;W-Cha-105444;Pseudosagitta lyra;NE;NA;am;137;Ecuador;60;NA;5057
NA;W-Cha-105445;Pseudosagitta maxima;NE;NA;am;137;Ecuador;69;NA;5057
NA;W-Cha-266268;Serratosagitta pacifica;NE;NA;am;137;Ecuador;45;NA;5057
NA;W-Cha-266888;Zonosagitta pulchra;NE;NA;am;137;Ecuador;45;NA;5057
NA;W-Cha-105416;Eukrohnia hamata;NE;NA;am;137;Ecuador;386;NA;5057
NA;W-Cha-105428;Krohnitta pacifica;NE;NA;am;137;Ecuador;52;NA;5057
NA;W-Cha-105429;Krohnitta subtilis;NE;NA;am;137;Ecuador;58;NA;5057
NA;W-Cha-105430;Pterosagitta draco;NE;NA;am;137;Ecuador;52;NA;5057
NA;W-Cha-266708;Aidanosagitta neglecta;NE;NA;am;137;Ecuador;38;NA;5057
NA;W-Cha-266712;Aidanosagitta regularis;NE;NA;am;137;Ecuador;45;NA;5057
NA;W-Cha-266247;Ferosagitta ferox;NE;NA;am;137;Ecuador;33;NA;5057
NA;W-Cha-266249;Ferosagitta robusta;NE;NA;am;137;Ecuador;38;NA;5057
NA;W-Cha-105434;Flaccisagitta enflata;NE;NA;am;137;Ecuador;58;NA;5057
NA;W-Cha-105435;Flaccisagitta hexaptera;NE;NA;am;137;Ecuador;58;NA;5057
NA;W-Oph-213420;Ophiura kinbergi;NE;NA;am;137;Ecuador;58;NA;5057
NA;W-Msc-207754;Anadara antiquata;NE;NA;am;137;Ecuador;43;NA;5057
NA;W-Msc-215389;Gloripallium pallium;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-216636;Hyotissa hyotis;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-216577;Lioconcha castrensis;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Ase-207610;Linckia laevigata;NE;NA;am;137;Ecuador;43;NA;5057
NA;W-Oph-212371;Ophiocoma erinaceus;NE;NA;am;137;Ecuador;31;NA;5057
NA;W-Ech-213377;Echinothrix calamaris;NE;NA;am;137;Ecuador;37;NA;5057
NA;W-Ech-212453;Tripneustes gratilla;NE;NA;am;137;Ecuador;38;NA;5057
NA;W-Msc-216371;Turbo argyrostomus;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-216254;Nerita albicilla;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-600671;Nerita polita;NE;NA;am;137;Ecuador;33;NA;5057
NA;W-Msc-216256;Nerita undata;NE;NA;am;137;Ecuador;33;NA;5057
NA;W-Msc-216669;Cerithium echinatum;NE;NA;am;137;Ecuador;38;NA;5057
NA;W-Msc-139062;Cerithium nodulosum;NE;NA;am;137;Ecuador;42;NA;5057
NA;SLB-92992;Clypeomorus batillariaeformis;NE;NA;am;137;Ecuador;36;NA;5057
NA;SLB-92998;Rhinoclavis fasciata;NE;NA;am;137;Ecuador;40;NA;5057
NA;SLB-93011;Rhinoclavis aspera;NE;NA;am;137;Ecuador;40;NA;5057
NA;SLB-93016;Rhinoclavis sinensis;NE;NA;am;137;Ecuador;43;NA;5057
NA;SLB-93116;Strombus mutabilis;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-215382;Terebellum terebellum;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-216894;Talparia talpa;NE;NA;am;137;Ecuador;38;NA;5057
NA;W-Msc-530884;Lyncina vitellus;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-527793;Lyncina lynx;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-216923;Polinices mammilla;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-208014;Tonna perdix;NE;NA;am;137;Ecuador;19;NA;5057
NA;W-Msc-217011;Distorsio anus;NE;NA;am;137;Ecuador;46;NA;5057
NA;W-Msc-216963;Bufonaria rana;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-208385;Oliva annulata;NE;NA;am;137;Ecuador;39;NA;5057
NA;W-Msc-590546;Mitra stictica;NE;NA;am;137;Ecuador;42;NA;5057
NA;W-Msc-585869;Architectonica maxima;NE;NA;am;137;Ecuador;46;NA;5057
NA;W-Msc-536574;Phyllidiella pustulosa;NE;NA;am;137;Ecuador;38;NA;5057
NA;W-Msc-139106;Chaetoderma nitidulum;NE;NA;am;137;Ecuador;15;NA;5057
NA;W-Msc-596436;Drupa ricinus;NE;NA;am;137;Ecuador;22;NA;5057
NA;W-Msc-212155;Drupella cornus;NE;NA;am;137;Ecuador;32;NA;5057
NA;SLB-138599;Plocamium cartilagineum;NE;NA;am;137;Ecuador;40;NA;5057
NA;SLB-133119;Gelidium pusillum;NE;NA;am;137;Ecuador;43;NA;5057
NA;SLB-132865;Caulerpa taxifolia;NE;NA;am;137;Ecuador;43;NA;5057
NA;SLB-133573;Gelidiella acerosa;NE;NA;am;137;Ecuador;43;NA;5057
NA;SLB-131534;Corallina officinalis;NE;NA;am;137;Ecuador;43;NA;5057
NA;SLB-132722;Ulva intestinalis;NE;NA;am;137;Ecuador;43;NA;5057
NA;SLB-132510;Caulerpa racemosa;NE;NA;am;137;Ecuador;42;NA;5057
NA;SLB-153360;Asparagopsis taxiformis;NE;NA;am;137;Ecuador;40;NA;5057
NA;SLB-134854;Chaetomorpha linum;NE;NA;am;137;Ecuador;40;NA;5057
NA;SLB-141293;Hypnea musciformis;NE;NA;am;137;Ecuador;43;NA;5057
NA;SLB-142743;Halimeda opuntia;NE;NA;am;137;Ecuador;40;NA;5057
NA;SLB-132863;Caulerpa sertularioides;NE;NA;am;137;Ecuador;42;NA;5057
NA;SLB-140012;Acanthophora spicifera;NE;NA;am;137;Ecuador;43;NA;5057
NA;SLB-140804;Erythrotrichia carnea;NE;NA;am;137;Ecuador;35;NA;5057
NA;SLB-143238;Ulva lactuca;NE;NA;am;137;Ecuador;43;NA;5057
NA;SLB-142440;Caulerpa cupressoides;NE;NA;am;137;Ecuador;43;NA;5057
NA;W-Ase-207607;Linckia multifora;NE;NA;am;137;Ecuador;43;NA;5057
NA;W-Pho-128548;Phoronis hippocrepia;NE;NA;am;137;Ecuador;42;NA;5057
NA;W-Msc-215730;Nassarius crematus;NE;NA;am;137;Ecuador;42;NA;5057
NA;W-Msc-456582;Acmaea mitra;NE;NA;am;137;Ecuador;9;NA;5057
NA;W-Msc-370551;Notocochlis gualteriana;NE;NA;am;137;Ecuador;43;NA;5057
NA;W-Msc-160149;Caecum pulchellum;NE;NA;am;137;Ecuador;39;NA;5057
NA;W-Msc-140258;Litiopa melanostoma;NE;NA;am;137;Ecuador;65;NA;5057
NA;W-Msc-140155;Janthina janthina;NE;NA;am;137;Ecuador;36;NA;5057
NA;SLB-76671;Cymatium muricinum;NE;NA;am;137;Ecuador;40;NA;5057
NA;SLB-75422;Calyptraea centralis;NE;NA;am;137;Ecuador;45;NA;5057
NA;W-Msc-216967;Bursa bufonia;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-216964;Bursa granularis;NE;NA;am;137;Ecuador;41;NA;5057
NA;W-Msc-139035;Creseis virgula;NE;NA;am;137;Ecuador;88;NA;5057
NA;W-Msc-139045;Diacria trispinosa;NE;NA;am;137;Ecuador;402;NA;5057
NA;W-Msc-139048;Styliola subula;NE;NA;am;137;Ecuador;88;NA;5057
NA;W-Msc-215423;Hydatina physis;NE;NA;am;137;Ecuador;38;NA;5057
NA;W-Msc-420532;Acteocina candei;NE;NA;am;137;Ecuador;43;NA;5057
NA;W-Msc-140629;Adalaria proxima;NE;NA;am;137;Ecuador;11;NA;5057
NA;W-Msc-138757;Aplysia parvula;NE;NA;am;137;Ecuador;43;NA;5057
NA;ITS-181145;Hepomadus tener;NE;NA;am;137;Ecuador;386;NA;5057
NA;W-Iso-255365;Amakusanthura magnifica;NE;NA;am;137;Ecuador;8;NA;5057
NA;ITS-551534;Benthesicymus investigatoris;NE;NA;am;137;Ecuador;396;NA;5057
NA;ITS-552062;Sergia talismani;NE;NA;am;137;Ecuador;87;NA;5057
NA;ITS-612506;Periclimenes soror;NE;NA;am;137;Ecuador;39;NA;5057
NA;ITS-612315;Palaemonella rotumana;NE;NA;am;137;Ecuador;41;NA;5057
NA;W-Bch-208908;Menaethius monoceros;NE;NA;am;137;Ecuador;43;NA;5057
NA;W-Bch-210186;Trapezia tigrina;NE;NA;am;137;Ecuador;42;NA;5057
NA;ITS-89818;Gnathophausia zoea;NE;NA;am;137;Ecuador;393;NA;5057
NA;ITS-659956;Synalpheus streptodactylus;NE;NA;am;137;Ecuador;44;NA;5057
NA;ITS-660156;Calcinus elegans;NE;NA;am;137;Ecuador;36;NA;5057
NA;ITS-660161;Calcinus laevimanus;NE;NA;am;137;Ecuador;31;NA;5057
NA;ITS-660167;Ciliopagurus strigatus;NE;NA;am;137;Ecuador;37;NA;5057
NA;ITS-660170;Dardanus deformis;NE;NA;am;137;Ecuador;36;NA;5057
NA;ITS-660209;Oncopagurus indicus;NE;NA;am;137;Ecuador;96;NA;5057
NA;W-Bch-209568;Lyreidus tridentatus;NE;NA;am;137;Ecuador;50;NA;5057
NA;W-Bch-209501;Calappa hepatica;NE;NA;am;137;Ecuador;20;NA;5057
NA;W-Bch-210145;Schizophrys aspera;NE;NA;am;137;Ecuador;43;NA;5057
NA;W-Bch-208849;Thalamita admete;NE;NA;am;137;Ecuador;44;NA;5057
NA;W-Bch-208848;Thalamita crenata;NE;NA;am;137;Ecuador;41;NA;5057
NA;W-Bch-208852;Thalamita picta;NE;NA;am;137;Ecuador;34;NA;5057
NA;W-Bch-209115;Etisus laevimanus;NE;NA;am;137;Ecuador;41;NA;5057
NA;W-Bch-207529;Grapsus tenuicrustatus;NE;NA;am;137;Ecuador;40;NA;5057
NA;ITS-93330;Ampelisca vadorum;NE;NA;am;137;Ecuador;8;NA;5057
NA;ITS-96593;Gnathophyllum americanum;NE;NA;am;137;Ecuador;40;NA;5057
NA;ITS-96607;Alpheus floridanus;NE;NA;am;137;Ecuador;44;NA;5057
NA;ITS-96614;Alpheus paracrinitus;NE;NA;am;137;Ecuador;43;NA;5057
NA;ITS-97195;Aegaeon lacazei;NE;NA;am;137;Ecuador;62;NA;5057
NA;ITS-97005;Plesionika narval;NE;NA;am;137;Ecuador;68;NA;5057
NA;ITS-95917;Lucifer typus;NE;NA;am;137;Ecuador;61;NA;5057
NA;ITS-96109;Hymenodora glacialis;NE;NA;am;137;Ecuador;353;NA;5057
NA;ITS-96121;Acanthephyra stylorostratis;NE;NA;am;137;Ecuador;356;NA;5057
NA;ITS-96126;Meningodora mollis;NE;NA;am;137;Ecuador;399;NA;5057
NA;ITS-96140;Systellaspis pellucida;NE;NA;am;137;Ecuador;178;NA;5057
NA;ITS-96154;Nematocarcinus ensifer;NE;NA;am;137;Ecuador;371;NA;5057
NA;ITS-96165;Pasiphaea tarda;NE;NA;am;137;Ecuador;189;NA;5057
NA;ITS-96661;Alpheus lottini;NE;NA;am;137;Ecuador;39;NA;5057
NA;ITS-96696;Synalpheus townsendi;NE;NA;am;137;Ecuador;37;NA;5057
NA;ITS-97064;Heterocarpus ensifer;NE;NA;am;137;Ecuador;297;NA;5057
NA;ITS-97071;Heterocarpus dorsalis;NE;NA;am;137;Ecuador;93;NA;5057
NA;W-Bch-208884;Podophthalmus vigil;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Bch-241109;Cronius ruber;NE;NA;am;137;Ecuador;44;NA;5057
NA;W-Bch-422188;Grapsus grapsus;NE;NA;am;137;Ecuador;40;NA;5057
NA;WBD-Eup-88;Thysanopoda aequalis;NE;NA;am;137;Ecuador;80;NA;5057
NA;W-Pol-129829;Eurythoe complanata;NE;NA;am;137;Ecuador;68;NA;5057
NA;W-Pol-129831;Hermodice carunculata;NE;NA;am;137;Ecuador;34;NA;5057
NA;W-Pol-130649;Hesionura elongata;NE;NA;am;137;Ecuador;5;NA;5057
NA;W-Pol-131321;Haplosyllis spongicola;NE;NA;am;137;Ecuador;83;NA;5057
NA;W-Pol-333453;Exogone dispar;NE;NA;am;137;Ecuador;41;NA;5057
NA;W-Pol-238226;Exogone lourei;NE;NA;am;137;Ecuador;36;NA;5057
NA;W-Pol-131393;Sphaerosyllis piriferopsis;NE;NA;am;137;Ecuador;24;NA;5057
NA;W-Pol-130067;Eunice vittata;NE;NA;am;137;Ecuador;41;NA;5057
NA;W-Pol-209824;Eunice indica;NE;NA;am;137;Ecuador;69;NA;5057
NA;W-Pol-130470;Onuphis eremita;NE;NA;am;137;Ecuador;110;NA;5057
NA;W-Pol-129854;Arabella iricolor;NE;NA;am;137;Ecuador;43;NA;5057
NA;W-Pol-129914;Chaetopterus variopedatus;NE;NA;am;137;Ecuador;59;NA;5057
NA;W-Pol-130118;Glycera capitata;NE;NA;am;137;Ecuador;98;NA;5057
NA;W-Pol-154127;Schistomeringos rudolphi;NE;NA;am;137;Ecuador;8;NA;5057
NA;W-Pol-130576;Cirrophorus branchiatus;NE;NA;am;137;Ecuador;278;NA;5057
NA;W-Pol-130578;Levinsenia gracilis;NE;NA;am;137;Ecuador;56;NA;5057
NA;W-Pol-131159;Prionospio malmgreni;NE;NA;am;137;Ecuador;52;NA;5057
NA;W-Pol-131508;Nicolea zostericola;NE;NA;am;137;Ecuador;41;NA;5057
NA;W-Pol-131516;Pista cristata;NE;NA;am;137;Ecuador;41;NA;5057
NA;W-Pol-130510;Polyophthalmus pictus;NE;NA;am;137;Ecuador;35;NA;5057
NA;W-Pol-130324;Praxillella gracilis;NE;NA;am;137;Ecuador;171;NA;5057
NA;W-Pol-131544;Thelepus setosus;NE;NA;am;137;Ecuador;41;NA;5057
NA;W-Pol-131038;Salmacina dysteri;NE;NA;am;137;Ecuador;5;NA;5057
NA;Hex-83;Heteractis magnifica;NE;NA;am;137;Ecuador;39;NA;5057
NA;W-Hyd-117544;Eudendrium capillare;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Hyd-117554;Eudendrium rameum;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Hyd-117328;Bougainvillia muscus;NE;NA;am;137;Ecuador;43;NA;5057
NA;W-Hyd-117679;Acryptolaria conferta;NE;NA;am;137;Ecuador;58;NA;5057
NA;W-Hyd-157947;Halecium beanii;NE;NA;am;137;Ecuador;28;NA;5057
NA;W-Hyd-117970;Modeeria rotunda;NE;NA;am;137;Ecuador;56;NA;5057
NA;URM-Cn-10258;Pelagia noctiluca;NE;NA;am;137;Ecuador;94;NA;5057
NA;W-Hyd-117263;Aegina citrea;NE;NA;am;137;Ecuador;263;NA;5057
NA;W-Hyd-117267;Solmundella bitentaculata;NE;NA;am;137;Ecuador;70;NA;5057
NA;W-Hyd-135439;Lensia subtilis;NE;NA;am;137;Ecuador;70;NA;5057
NA;W-Hyd-135449;Hippopodius hippopus;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Hyd-135403;Abylopsis tetragona;NE;NA;am;137;Ecuador;41;NA;5057
NA;W-Hyd-135484;Agalma elegans;NE;NA;am;137;Ecuador;41;NA;5057
NA;URM-Cn-4147;Cirrhipathes spiralis;NE;NA;am;137;Ecuador;44;NA;5057
NA;W-Oct-128506;Funiculina quadrangularis;NE;NA;am;137;Ecuador;264;NA;5057
NA;URM-Cn-4766;Acropora intermedia;NE;NA;am;137;Ecuador;40;NA;5057
NA;URM-Cn-5671;Javania cailleti;NE;NA;am;137;Ecuador;165;NA;5057
NA;W-Msc-207895;Pinna muricata;NE;NA;am;137;Ecuador;41;NA;5057
NA;W-Msc-140584;Ennucula tenuis;NE;NA;am;137;Ecuador;64;NA;5057
NA;W-Msc-420843;Crassinella lunulata;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-420914;Semele bellastriata;NE;NA;am;137;Ecuador;8;NA;5057
NA;W-Msc-156799;Macoma tenta;NE;NA;am;137;Ecuador;12;NA;5057
NA;W-Msc-140233;Lima lima;NE;NA;am;137;Ecuador;34;NA;5057
NA;W-Msc-140048;Neopycnodonte cochlear;NE;NA;am;137;Ecuador;155;NA;5057
NA;W-Msc-181316;Saccostrea cucullata;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-464122;Ctena bella;NE;NA;am;137;Ecuador;38;NA;5057
NA;W-Msc-464161;Fimbria fimbriata;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-216465;Martesia striata;NE;NA;am;137;Ecuador;43;NA;5057
NA;W-Msc-141600;Lyrodus pedicellatus;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Ase-213335;Ceramaster patagonicus;NE;NA;am;137;Ecuador;41;NA;5057
NA;W-Ase-242160;Mediaster aequalis;NE;NA;am;137;Ecuador;13;NA;5057
NA;W-Ech-212461;Echinoneus cyclostomus;NE;NA;am;137;Ecuador;44;NA;5057
NA;W-Ase-369117;Henricia leviuscula;NE;NA;am;137;Ecuador;13;NA;5057
NA;W-Ase-240755;Pisaster ochraceus;NE;NA;am;137;Ecuador;2;NA;5057
NA;W-Ase-240764;Pycnopodia helianthoides;NE;NA;am;137;Ecuador;7;NA;5057
NA;W-Oph-124895;Ophiomusium lymani;NE;NA;am;137;Ecuador;397;NA;5057
NA;W-Oph-213218;Ophiarachnella gorgonia;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Ech-213575;Brissus latecarinatus;NE;NA;am;137;Ecuador;36;NA;5057
NA;W-Ech-213378;Echinothrix diadema;NE;NA;am;137;Ecuador;33;NA;5057
NA;W-Bry-111304;Chorizopora brongniartii;NE;NA;am;137;Ecuador;7;NA;5057
NA;W-Bry-111071;Beania magellanica;NE;NA;am;137;Ecuador;41;NA;5057
NA;URM-2-1948;Ascidia sydneiensis;NE;NA;am;137;Ecuador;31;NA;5057
NA;URM-2-2761;Cystodytes dellechiajei;NE;NA;am;137;Ecuador;63;NA;5057
NA;URM-2-3584;Herdmania momus;NE;NA;am;137;Ecuador;41;NA;5057
NA;URM-2-3600;Microcosmus exasperatus;NE;NA;am;137;Ecuador;40;NA;5057
NA;URM-2-4072;Styela plicata;NE;NA;am;137;Ecuador;43;NA;5057
NA;URM-2-4199;Salpa fusiformis;NE;NA;am;137;Ecuador;41;NA;5057
NA;URM-2-4208;Thalia democratica;NE;NA;am;137;Ecuador;399;NA;5057
NA;URM-2-6;Achelia assimilis;NE;NA;am;137;Ecuador;70;NA;5057
NA;W-Msc-534728;Callistoctopus ornatus;NE;NA;am;137;Ecuador;41;NA;5057
NA;W-Msc-140607;Scaeurgus unicirrhus;NE;NA;am;137;Ecuador;32;NA;5057
NA;ITS-154682;Golfingia muricaudata;NE;NA;am;137;Ecuador;394;NA;5057
NA;ITS-154523;Sipunculus nudus;NE;NA;am;137;Ecuador;185;NA;5057
NA;ITS-154808;Aspidosiphon albus;NE;NA;am;137;Ecuador;38;NA;5057
NA;W-Bra-183339;Pelagodiscus atlanticus;NE;NA;am;137;Ecuador;397;NA;5057
NA;SLB-129861;Flabellum apertum;NE;NA;am;137;Ecuador;106;NA;5057
NA;SLB-130790;Alpheus frontalis;NE;NA;am;137;Ecuador;42;NA;5057
NA;SLB-88295;Odontodactylus scyllarus;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Bch-209500;Calappa philargius;NE;NA;am;137;Ecuador;43;NA;5057
NA;W-Msc-215229;Arca ventricosa;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Bch-207551;Varuna litterata;NE;NA;am;137;Ecuador;64;NA;5057
NA;W-Msc-208435;Lithophaga teres;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-216652;Atrina vexillum;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-464497;Pinctada maculata;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-208470;Isognomon perna;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-605717;Malleus regula;NE;NA;am;137;Ecuador;41;NA;5057
NA;W-Msc-505459;Lima vulgaris;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-215835;Codakia tigerina;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-215837;Codakia punctata;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-139120;Chama pacifica;NE;NA;am;137;Ecuador;41;NA;5057
NA;W-Msc-207666;Fragum fragum;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-381510;Fragum unedo;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-208527;Gafrarium dispar;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-141914;Gafrarium pectinatum;NE;NA;am;137;Ecuador;41;NA;5057
NA;W-Ase-213245;Astropecten polyacanthus;NE;NA;am;137;Ecuador;42;NA;5057
NA;W-Ase-367951;Echinaster luzonicus;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Ase-213301;Fromia monilis;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Ase-212298;Culcita novaeguineae;NE;NA;am;137;Ecuador;37;NA;5057
NA;W-Msc-216581;Lioconcha ornata;NE;NA;am;137;Ecuador;41;NA;5057
NA;W-Oph-212378;Ophiocoma scolopendrina;NE;NA;am;137;Ecuador;37;NA;5057
NA;SLB-159799;Scutellastra flexuosa;NE;NA;am;137;Ecuador;38;NA;5057
NA;SLB-93077;Strombus gibberulus;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-565356;Strombus lentiginosus;NE;NA;am;137;Ecuador;34;NA;5057
NA;W-Msc-564515;Dolomena variabilis;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-216875;Monetaria annulus;NE;NA;am;137;Ecuador;36;NA;5057
NA;W-Msc-216866;Cypraea carneola;NE;NA;am;137;Ecuador;42;NA;5057
NA;W-Msc-216852;Cypraea erosa;NE;NA;am;137;Ecuador;40;NA;5057
NA;SLB-93205;Cypraea isabella;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-216874;Cypraea moneta;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-216904;Ovula ovum;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-217025;Malea pomum;NE;NA;am;137;Ecuador;38;NA;5057
NA;W-Msc-217009;Phalium areola;NE;NA;am;137;Ecuador;37;NA;5057
NA;W-Msc-208143;Chicoreus brunneus;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-558787;Chicoreus ramosus;NE;NA;am;137;Ecuador;43;NA;5057
NA;W-Msc-215680;Nassa serta;NE;NA;am;137;Ecuador;36;NA;5057
NA;W-Msc-215741;Nassarius glans;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-208166;Harpa major;NE;NA;am;137;Ecuador;36;NA;5057
NA;W-Msc-211101;Vasum ceramicum;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-208379;Oliva miniacea;NE;NA;am;137;Ecuador;38;NA;5057
NA;W-Msc-590537;Mitra mitra;NE;NA;am;137;Ecuador;40;NA;5057
NA;SLB-93632;Terebra areolata;NE;NA;am;137;Ecuador;40;NA;5057
NA;W-Msc-208080;Terebra subulata;NE;NA;am;137;Ecuador;38;NA;5057
NA;W-Msc-208629;Dolabella auricularia;NE;NA;am;137;Ecuador;38;NA;5057
NA;W-Msc-212835;Phyllidia varicosa;NE;NA;am;137;Ecuador;38;NA;5057
NA;W-Por-164750;Leucetta chagosensis;NE;NA;am;137;Ecuador;23;NA;5057
NA;W-Msc-211919;Acanthopleura gemmata;NE;NA;am;137;Ecuador;33;NA;5057
NA;W-Msc-216260;Nerita plicata;NE;NA;am;137;Ecuador;21;NA;5057
NA;W-Msc-216708;Cerithium columna;NE;NA;am;137;Ecuador;29;NA;5057
